id,motion_intensity,scene_change_count
VIDEO_6899015791086210306,11.705,0
VIDEO_7511357874082286870,24.636,2
VIDEO_7070176633931549958,34.998,8
VIDEO_7191896362630302981,25.394,3
VIDEO_7371436708778315041,25.443,2
VIDEO_7128317775524777222,40.784,8
VIDEO_7216007272311344390,32.598,3
VIDEO_7440140885246971169,24.67,2
VIDEO_7072437259127098630,26.722,3
VIDEO_7110099088661548293,23.845,0
VIDEO_7076134412487855366,38.418,7
VIDEO_7080545682058169605,5.617,0
VIDEO_7249677053153283354,35.523,8
VIDEO_7072774694214044934,15.945,1
VIDEO_7067578500101803269,32.734,8
VIDEO_7361717788299250976,18.914,0
VIDEO_7241878874672385306,13.054,0
VIDEO_7252271385467161882,13.272,1
VIDEO_7494590607797554454,15.493,1
VIDEO_7273016085954317600,25.6,2
VIDEO_7114309168302984454,30.959,6
VIDEO_7236674356540165402,27.14,1
VIDEO_7057846707651939590,38.68,7
VIDEO_7161307348827426053,12.139,0
VIDEO_7351084194061126945,33.408,4
VIDEO_7397696022975188257,34.627,7
VIDEO_7282668264617004321,29.012,6
VIDEO_7471186366500539670,20.741,1
VIDEO_7215611067286703366,21.906,1
VIDEO_7124683160218029317,53.466,8
VIDEO_7467520617160396054,32.595,7
VIDEO_7205617494143339782,12.742,0
VIDEO_7439301301864877344,27.93,3
VIDEO_7379994182741429536,34.974,3
VIDEO_7244559099352976666,53.105,5
VIDEO_6919872357288971521,11.228,1
VIDEO_7246672390841715995,36.91,9
VIDEO_7343665662876781856,35.459,3
VIDEO_7369623012087172384,30.943,6
VIDEO_7259307845332602139,29.505,3
VIDEO_7251996103178997018,15.507,1
VIDEO_7166666264092413190,9.393,0
VIDEO_7444856032486116630,32.424,2
VIDEO_7384098121715813664,24.839,2
VIDEO_7249312172956732698,17.337,0
VIDEO_6944298636553604358,21.835,0
VIDEO_7249813717225950490,20.435,0
VIDEO_7453132168940915991,38.269,5
VIDEO_7164417550791494918,22.244,1
VIDEO_7494205664135236886,25.356,2
VIDEO_7210806075354811654,55.664,9
VIDEO_7115325407318052102,15.154,0
VIDEO_7462409528211033366,30.84,4
VIDEO_7446804107312008470,7.793,0
VIDEO_7091569180054490373,27.656,1
VIDEO_7325764964172467489,26.085,1
VIDEO_7205134218328902917,29.485,2
VIDEO_7366182227119525152,10.463,0
VIDEO_7108626212104178949,21.279,0
VIDEO_7069805338601606406,21.833,0
VIDEO_7460568175726398742,48.9,5
VIDEO_7152911692282809606,29.939,3
VIDEO_7094149805496159494,30.711,4
VIDEO_7221070563538717957,7.62,0
VIDEO_7107863534549110022,5.368,0
VIDEO_7245182525016935707,33.932,2
VIDEO_7395222817677085985,24.045,0
VIDEO_7458380266004843798,30.457,2
VIDEO_7242237385772240155,19.629,0
VIDEO_7176549919933664517,44.113,8
VIDEO_7289115441602088225,20.699,1
VIDEO_7246301041979886875,20.189,2
VIDEO_7384844059896057120,28.825,2
VIDEO_7051617295818362117,16.631,1
VIDEO_7137955446320565510,39.654,7
VIDEO_7384476119744974112,22.548,0
VIDEO_7096387117462359302,33.497,5
VIDEO_7085631257542954246,50.078,9
VIDEO_7163942959916895493,52.623,9
VIDEO_7332521954538245408,15.09,0
VIDEO_7464890614258158870,19.53,1
VIDEO_6955020730140544261,24.541,0
VIDEO_6943534360066804998,15.876,0
VIDEO_7391036925550906657,30.867,6
VIDEO_6940187794534960389,7.504,0
VIDEO_7452742967695002902,15.539,0
VIDEO_7261658279900744987,30.402,4
VIDEO_7463516081081027862,27.179,1
VIDEO_7369882061445926177,1.139,0
VIDEO_7246343164108295450,55.928,8
VIDEO_7205961411942468870,36.716,4
VIDEO_7216240671097736454,7.512,0
VIDEO_7372567531258727712,27.873,3
VIDEO_7036282180816932102,38.593,5
VIDEO_7158890098770119942,29.807,5
VIDEO_7246805127942737178,44.271,9
VIDEO_7067959925141474565,33.606,5
VIDEO_7070486062182731013,3.78,0
VIDEO_6764678537346616582,21.465,1
VIDEO_7252374564108274970,40.368,7
VIDEO_7130169267454070021,34.706,5
VIDEO_7214886818368490758,29.578,3
VIDEO_7391879654983912736,13.113,0
VIDEO_7306870694137187616,5.16,0
VIDEO_7193751547749223685,30.427,5
VIDEO_7330293520395275553,10.999,0
VIDEO_7208220006314773765,28.046,4
VIDEO_7194501630111272197,17.522,1
VIDEO_7225245362678762779,12.142,0
VIDEO_7197086542479854854,22.339,0
VIDEO_7192254185969044742,2.77,0
VIDEO_6880117942432959746,14.38,0
VIDEO_6834420537545084166,46.071,8
VIDEO_7307663369090207009,3.88,0
VIDEO_7323224822169750816,8.408,0
VIDEO_7204870147855748357,43.697,8
VIDEO_7221550036172213509,20.432,0
VIDEO_6739804771013774597,7.71,0
VIDEO_7299132149167361312,24.144,1
VIDEO_7262363967157226785,27.001,2
VIDEO_7208590550348434694,19.353,0
VIDEO_6894530886105042178,25.398,0
VIDEO_6923258085528112390,20.422,2
VIDEO_7306460792310877472,32.722,4
VIDEO_7213794863630912773,19.99,0
VIDEO_7297256040544931105,3.798,0
VIDEO_7551820830615899414,37.143,4
VIDEO_7200418269629582597,20.573,1
VIDEO_6875610422578351362,17.529,0
VIDEO_7209259784263060742,54.853,8
VIDEO_6878219367390268673,16.862,0
VIDEO_7159621444312288517,31.81,2
VIDEO_6750983141873224966,15.472,0
VIDEO_7113472331917298949,15.003,0
VIDEO_6885984385670122753,37.704,9
VIDEO_7264519435086466336,24.806,2
VIDEO_7457876496447819030,16.264,1
VIDEO_7078216427131473157,17.642,0
VIDEO_7157021341361753349,8.849,1
VIDEO_6860766213992090886,6.231,0
VIDEO_6885735124013550850,34.617,7
VIDEO_6927547229486058757,13.281,0
VIDEO_7197448084119506182,5.259,0
VIDEO_7285669773030001953,18.844,0
VIDEO_7200112331873897733,16.66,2
VIDEO_7260420548553887002,7.669,0
VIDEO_7265677943228075296,14.676,0
VIDEO_6875699019520298242,35.257,5
VIDEO_6896455617523813633,9.747,0
VIDEO_7299777182828645664,6.434,0
VIDEO_7191515883330669830,34.276,7
VIDEO_7262728753778822433,37.781,6
VIDEO_7184457014217657606,26.125,3
VIDEO_7184831364422814981,21.025,0
VIDEO_7185200340310969605,6.861,0
VIDEO_7210067304095173893,29.235,4
VIDEO_7225641498249891099,9.044,0
VIDEO_7050156581652106502,44.843,5
VIDEO_7279078872455384352,34.253,2
VIDEO_7174022295978003717,21.819,0
VIDEO_7261965250864467232,15.328,0
VIDEO_7223410372462611738,11.259,0
VIDEO_6886076315288554754,23.217,0
VIDEO_7224177146263063835,16.763,0
VIDEO_6768860777525824773,7.917,0
VIDEO_7309113734360780064,6.552,0
VIDEO_6825975879940820230,2.993,0
VIDEO_7189927984172666118,24.383,2
VIDEO_7272402191233584417,20.777,0
VIDEO_6880792115329142018,26.371,2
VIDEO_7185555796443270405,34.589,2
VIDEO_7195607365813636357,28.928,4
VIDEO_7265242959048723745,8.653,0
VIDEO_7125392158063955205,46.814,5
VIDEO_7263460179461688609,32.177,6
VIDEO_7161523791154236677,37.583,4
VIDEO_6915045654997912833,14.04,0
VIDEO_7315068001533840672,31.779,3
VIDEO_7519058140860583190,5.806,0
VIDEO_6913929490305420545,8.624,0
VIDEO_7447927530448915735,0.041,0
VIDEO_7511669950990290198,5.071,0
VIDEO_7305781724238105889,52.959,8
VIDEO_7350310562586283297,16.186,0
VIDEO_7407351220127419681,19.096,1
VIDEO_7515407893357759766,4.542,0
VIDEO_7260814503728696602,22.215,2
VIDEO_7309107806202842400,32.273,8
VIDEO_7434514141697625377,29.7,2
VIDEO_7470159373935856918,9.03,0
VIDEO_7335855508873694496,20.379,0
VIDEO_7433411068988280097,28.136,2
VIDEO_7332509276432289057,15.837,0
VIDEO_7475687308797299990,16.561,0
VIDEO_7458331354212666646,44.373,8
VIDEO_7496845046814166294,43.824,8
VIDEO_7354350552693656864,16.894,0
VIDEO_7324725007391804705,9.966,0
VIDEO_7537717748512705814,27.329,2
VIDEO_7395950056001572128,8.991,0
VIDEO_7528439846218550550,0.365,0
VIDEO_7306559173217488160,32.9,7
VIDEO_7325862287540096289,27.691,4
VIDEO_7254588789559938330,25.519,2
VIDEO_7410754655682153761,3.074,0
VIDEO_7545851939586723094,23.635,0
VIDEO_7530943991257386262,8.089,0
VIDEO_7393316600922885409,30.411,3
VIDEO_7488659236717628694,19.208,0
VIDEO_7450432979526012182,21.875,0
VIDEO_7524285666692271382,7.056,0
VIDEO_7372168611449900321,8.274,0
VIDEO_7414109220523511073,37.316,8
VIDEO_7548437152137350422,16.737,0
VIDEO_7356608348030012704,8.256,0
VIDEO_7462683592603340054,42.017,8
VIDEO_7455305851092389142,20.806,0
VIDEO_7439731424854379809,10.737,0
VIDEO_7451629003380755734,16.466,0
VIDEO_7597116010528902422,13.272,0
VIDEO_7407843953539583265,16.724,1
VIDEO_7343666836812123424,16.82,1
VIDEO_7400379104962284832,19.075,1
VIDEO_7459403430122097942,27.966,2
VIDEO_7261996739446590753,37.841,4
VIDEO_7438288130567949601,2.714,0
VIDEO_7391864864840387872,31.018,2
VIDEO_7022925491963481349,30.528,5
VIDEO_7494230009050139926,10.637,0
VIDEO_7307282681899896096,17.797,1
VIDEO_7566676756199951638,14.17,0
VIDEO_7259698322791795995,23.639,1
VIDEO_7291237498506743072,9.888,0
VIDEO_7299062448965946657,7.143,0
VIDEO_7027511633060695301,35.038,7
VIDEO_7038707297396198661,17.008,0
VIDEO_7040810874281479430,8.328,0
VIDEO_7545046455229205782,4.071,0
VIDEO_7022178037378731270,9.686,0
VIDEO_7212344637523283205,12.465,0
VIDEO_7206682386531110149,37.285,4
VIDEO_7263733416292617505,11.667,0
VIDEO_7217888414631283995,58.051,8
VIDEO_7606001119243881750,17.901,1
VIDEO_7303884823578397984,39.725,5
VIDEO_7504627479449963798,18.141,0
VIDEO_7026774067223055621,32.928,8
VIDEO_7486129539827928342,21.233,1
VIDEO_6821547365887905030,24.609,2
VIDEO_7004414493086240006,11.774,0
VIDEO_7529427220335496450,23.629,0
VIDEO_7516624091097337110,45.027,3
VIDEO_7358820174952172832,11.436,0
VIDEO_7484928854029634838,5.492,0
VIDEO_7039005707844308229,19.41,0
VIDEO_7011522309198515462,31.625,2
VIDEO_7587442936376233238,2.88,0
VIDEO_7014868849635904773,7.898,0
VIDEO_7219294434465238298,9.341,0
VIDEO_7036326405155638533,15.179,0
VIDEO_7215515219164990746,8.291,0
VIDEO_7495704452696116503,43.684,7
VIDEO_7481596789448117526,18.336,0
VIDEO_7044982077288189190,22.049,0
VIDEO_7022596866374192390,15.911,0
VIDEO_7206680972555750661,6.469,0
VIDEO_7491322585624349974,15.762,0
VIDEO_7211165738957163782,9.684,0
VIDEO_7343923844316548384,29.562,2
VIDEO_7605520662588902678,21.518,0
VIDEO_7564704328649428246,17.265,0
VIDEO_7207862806899592453,53.282,8
VIDEO_7039252769894616326,24.156,2
VIDEO_7441982856659815713,11.682,1
VIDEO_7604886753471761686,13.06,0
VIDEO_7262807521008635168,12.187,0
VIDEO_7485773090555956503,22.224,0
VIDEO_7348766265927814432,12.541,1
VIDEO_7478735064881237270,38.584,5
VIDEO_7033466696245497093,9.26,0
VIDEO_7601164093910715670,16.403,0
VIDEO_6814175723704683782,36.274,4
VIDEO_7560707094018542870,6.88,0
VIDEO_7346541062267079968,27.529,1
VIDEO_7550598568415874326,3.452,0
VIDEO_7431510658845379872,30.185,4
VIDEO_7007863408129215749,52.482,7
VIDEO_7578256886286322966,34.622,2
VIDEO_7256464845132827931,47.936,8
